Transaction_Date,Hospital_ID,Hospital_Name,Hospital_Type,Hospital_Size,Territory,Product_ID,Product_Name,Product_Category,Units_Sold,Unit_Price,Total_Revenue,Inventory_Level,Stockout_Flag,Market_Index,Promotion_Flag,Year,Month,Quarter,Day_of_Week,Is_Weekend,Day_of_Month,Week_of_Year,Calculated_Revenue,Revenue_Difference,Daily_Units_Sold,Daily_Revenue,Average_Unit_Price,Average_Inventory,Stockout_Rate,Promotion_Rate,Average_Market_Index,Demand_Lag_1,Demand_Lag_2,Demand_Lag_3,Demand_Lag_7,Demand_Lag_14,Demand_Lag_28,Demand_Rolling_Mean_3,Demand_Rolling_Mean_7,Demand_Rolling_Mean_14,Demand_Rolling_Mean_28,Demand_Rolling_Std_3,Demand_Rolling_Std_7,Demand_Rolling_Std_14,Demand_Rolling_Std_28,Demand_Growth_7D,Demand_Growth_28D,Demand_Acceleration,Inventory_Coverage,Inventory_Pressure,Low_Inventory_Flag,High_Inventory_Flag,Stockout_Risk_Signal,Promotion_Lag_1,Promotion_Lag_7,Promotion_Active,Promotion_7D_Frequency,Hospital_Total_Demand,Hospital_Demand_Share,Hospital_Product_Diversity,Product_Total_Demand,Product_Demand_Share,Product_Hospital_Coverage,Demand_CV_28D,Demand_Volatility_Flag
2023-05-06,H002,Hospital_B,Multi_Specialty,Large,North,P002,Ultrasound_System,Radiology,29,733045.17,21258309.93,93,0,0.556,1,2023,5,2,5,1,6,18,21258309.93,0.0,29,21258309.93,733045.17,93.0,0.0,1.0,0.556,22.0,19.0,23.0,19.0,22.0,,21.33333333333333,28.571428571428573,24.642857142857142,25.125,2.0816659994661464,13.100345324419798,10.043039249282929,10.190682018393076,0.5263157894736842,,,3.255,3.255,1,0,1,0.0,1.0,1,3.0,32516,0.0008918686185262,8,25637,0.0011311775948823,10,0.4055992843141522,0
2023-05-06,H001,Hospital_A,Tertiary_Care,Large,North,P007,Ventilator,Critical_Care,43,348369.45,14979886.35,136,0,0.5201,1,2023,5,2,5,1,6,18,14979886.35,0.0,43,14979886.35,348369.45,136.0,0.0,1.0,0.5201,69.0,39.0,40.0,42.0,29.0,,49.333333333333336,43.57142857142857,37.92857142857143,37.266666666666666,17.03917055884274,11.616900660347458,10.148620866625452,10.109872591161762,0.0238095238095238,,,3.1213114754098363,3.1213114754098363,1,0,1,0.0,1.0,1,1.0,32877,0.0013079052224959,8,38966,0.0011035261510034,10,0.2712845954694569,0
2023-05-06,H003,Hospital_C,Tertiary_Care,Medium,West,P002,Ultrasound_System,Radiology,19,731559.1,13899622.9,41,0,0.5237,0,2023,5,2,5,1,6,18,13899622.9,0.0,19,13899622.9,731559.1,41.0,0.0,0.0,0.5237,11.0,17.0,11.0,15.0,,,13.0,13.142857142857142,13.615384615384617,13.615384615384617,3.4641016151377544,2.4784787961282086,2.2560460078960247,2.2560460078960247,0.2666666666666666,,,3.1195652173913047,3.1195652173913047,1,0,1,0.0,1.0,0,2.0,23651,0.0008033486956154,8,25637,0.0007411163552677,10,0.1656982943652447,0
2023-05-06,H001,Hospital_A,Tertiary_Care,Large,North,P002,Ultrasound_System,Radiology,19,726480.6,13803131.4,70,0,0.5426,0,2023,5,2,5,1,6,18,13803131.4,0.0,19,13803131.4,726480.6,70.0,0.0,0.0,0.5426,26.0,27.0,20.0,26.0,,,24.33333333333333,22.285714285714285,21.83333333333333,21.83333333333333,3.7859388972001833,3.860668582611295,3.069892901102973,3.069892901102973,-0.2692307692307692,,,3.141025641025641,3.141025641025641,1,0,1,1.0,1.0,0,2.0,32877,0.00057791160994,8,25637,0.0007411163552677,10,0.1406057817299071,0
2023-05-06,H001,Hospital_A,Tertiary_Care,Large,North,P001,Imaging_System,Radiology,27,1936179.93,52276858.11,47,0,0.5775,0,2023,5,2,5,1,6,18,52276858.11,0.0,27,52276858.11,1936179.93,47.0,0.0,0.0,0.5775,20.0,46.0,23.0,19.0,41.0,,29.666666666666668,23.857142857142858,22.5,22.235294117647054,14.224392195567914,9.940297973880051,9.34591642623418,8.452288238730873,0.4210526315789473,,,1.9700598802395208,1.9700598802395208,1,0,1,0.0,0.0,0,0.0,32877,0.0008212428141253,8,25178,0.0010723647628882,10,0.3801293652339281,0
2023-05-07,H009,Hospital_I,Multi_Specialty,Medium,Central,P006,Infusion_Pump,Critical_Care,26,62642.57,1628706.82,100,0,0.5696,0,2023,5,2,6,1,7,18,1628706.82,0.0,26,1628706.82,62642.57,100.0,0.0,0.0,0.5696,27.0,26.0,24.0,22.0,,,25.666666666666668,27.714285714285715,25.416666666666668,25.416666666666668,1.5275252316519463,7.3646517390909425,6.345482764546093,6.345482764546093,0.1818181818181818,,,3.608247422680413,3.608247422680413,1,0,1,0.0,0.0,0,1.0,24375,0.0010666666666666,8,40561,0.0006410098370355,10,0.2496583382772233,0
2023-05-07,H008,Hospital_H,Specialty_Care,Small,East,P007,Ventilator,Critical_Care,19,341700.81,6492315.39,71,0,0.5037,0,2023,5,2,6,1,7,18,6492315.39,0.0,19,6492315.39,341700.81,71.0,0.0,0.0,0.5037,38.0,15.0,15.0,18.0,15.0,,22.666666666666668,18.857142857142858,19.357142857142858,19.4,13.279056191361391,8.668497975016038,7.550926003907303,7.27814733097844,0.0555555555555555,,,3.765151515151515,3.765151515151515,1,0,1,0.0,0.0,0,0.0,17171,0.001106516801584,8,38966,0.0004876045783503,10,0.3751622335555897,0
2023-05-07,H007,Hospital_G,Multi_Specialty,Large,East,P006,Infusion_Pump,Critical_Care,39,59614.32,2324958.48,123,0,0.646,1,2023,5,2,6,1,7,18,2324958.48,0.0,39,2324958.48,59614.32,123.0,0.0,1.0,0.646,25.0,37.0,36.0,32.0,26.0,,32.666666666666664,33.857142857142854,33.285714285714285,33.06666666666667,6.658328118479386,4.740906081772817,5.150482747031829,5.035114790387698,0.21875,,,3.632911392405064,3.632911392405064,1,0,1,0.0,0.0,1,1.0,34129,0.0011427231972809,8,40561,0.0009615147555533,10,0.1522716166447892,0
2023-05-07,H008,Hospital_H,Specialty_Care,Small,East,P001,Imaging_System,Radiology,13,1807752.15,23500777.95,19,0,0.5505,0,2023,5,2,6,1,7,18,23500777.95,0.0,13,23500777.95,1807752.15,19.0,0.0,0.0,0.5505,8.0,10.0,11.0,12.0,,,9.666666666666666,11.714285714285714,11.692307692307692,11.692307692307692,1.5275252316519508,7.016986193380691,5.421940233665058,5.421940233665058,0.0833333333333333,,,1.6219512195121952,1.6219512195121952,1,0,1,0.0,0.0,0,0.0,17171,0.000757090443189,8,25178,0.0005163237747239,10,0.4637185726160905,0
2023-05-07,H003,Hospital_C,Tertiary_Care,Medium,West,P003,Patient_Monitor,Patient_Monitoring,29,130297.0,3778613.0,75,0,0.4992,0,2023,5,2,6,1,7,18,3778613.0,0.0,29,3778613.0,130297.0,75.0,0.0,0.0,0.4992,30.0,29.0,28.0,22.0,27.0,,29.0,27.571428571428573,29.571428571428573,29.571428571428573,0.9999999999999928,2.636736799982312,6.2599371551808085,6.2599371551808085,0.3181818181818182,,,2.7202072538860103,2.7202072538860103,1,0,1,1.0,0.0,0,2.0,23651,0.0012261637985708,8,44040,0.0006584922797456,10,0.2116886960689162,0
2023-05-07,H002,Hospital_B,Multi_Specialty,Large,North,P006,Infusion_Pump,Critical_Care,37,66994.74,2478805.38,116,0,0.5546,0,2023,5,2,6,1,7,18,2478805.38,-0.0,37,2478805.38,66994.74,116.0,0.0,0.0,0.5546,39.0,40.0,33.0,30.0,28.0,,37.333333333333336,40.142857142857146,35.57142857142857,35.57142857142857,3.7859388972001744,14.334440710268066,11.195564270757384,11.195564270757384,0.2333333333333333,,,2.8896797153024907,2.8896797153024907,1,0,1,0.0,0.0,0,2.0,32516,0.0011379013408783,8,40561,0.0009122063065506,10,0.3147347385353481,0
2023-05-07,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,32,84819.79,2714233.28,118,0,0.6112,0,2023,5,2,6,1,7,18,2714233.28,0.0,32,2714233.28,84819.79,118.0,0.0,0.0,0.6112,33.0,26.0,27.0,26.0,,,28.666666666666668,29.0,28.916666666666668,28.916666666666668,3.7859388972001815,3.0,3.0883456393154547,3.0883456393154547,0.2307692307692307,,,4.068965517241379,4.068965517241379,1,0,1,0.0,0.0,0,0.0,34129,0.0009376190336663,8,38090,0.0008401155158834,10,0.1068015783048572,0
2023-05-08,H002,Hospital_B,Multi_Specialty,Large,North,P001,Imaging_System,Radiology,23,1783541.07,41021444.61,58,0,0.5762,0,2023,5,2,0,0,8,19,41021444.61,0.0,23,41021444.61,1783541.07,58.0,0.0,0.0,0.5762,17.0,22.0,23.0,21.0,14.0,,20.666666666666668,25.142857142857142,24.142857142857142,24.142857142857142,3.214550253664319,10.286375640113665,9.534206778809596,9.534206778809596,0.0952380952380952,,,2.3068181818181817,2.3068181818181817,1,0,1,0.0,1.0,0,1.0,32516,0.0007073440767622,8,25178,0.000913495909127,10,0.394907973086788,0
2023-05-08,H003,Hospital_C,Tertiary_Care,Medium,West,P007,Ventilator,Critical_Care,27,342338.84,9243148.68,63,0,0.5923,0,2023,5,2,0,0,8,19,9243148.68,-0.0,27,9243148.68,342338.84,63.0,0.0,0.0,0.5923,30.0,26.0,31.0,31.0,25.0,,29.0,29.285714285714285,26.642857142857142,26.09090909090909,2.645751311064594,1.7994708216848876,3.7948779823729377,3.878009932808456,-0.1290322580645161,,,2.151219512195122,2.151219512195122,1,0,1,1.0,0.0,0,3.0,23651,0.0011416007779797,8,38966,0.0006929117692347,10,0.1486345270414391,0
2023-05-08,H004,Hospital_D,Multi_Specialty,Medium,West,P005,Cardiac_Monitor,Cardiology,22,134653.06,2962367.32,72,0,0.5502,1,2023,5,2,0,0,8,19,2962367.32,0.0,22,2962367.32,134653.06,72.0,0.0,1.0,0.5502,19.0,28.0,26.0,23.0,,,24.33333333333333,27.285714285714285,24.818181818181817,24.818181818181817,4.725815626252605,9.978548420057328,8.553574478756607,8.553574478756607,-0.0434782608695652,,,2.6387434554973823,2.6387434554973823,1,0,1,0.0,0.0,1,0.0,22923,0.0009597347642106,8,38847,0.0005663242978865,10,0.3446495211220611,0
2023-05-09,H007,Hospital_G,Multi_Specialty,Large,East,P005,Cardiac_Monitor,Cardiology,31,153518.0,4759058.0,52,0,0.5105,0,2023,5,2,1,0,9,19,4759058.0,0.0,31,4759058.0,153518.0,52.0,0.0,0.0,0.5105,34.0,34.0,23.0,34.0,35.0,,30.33333333333333,30.142857142857142,31.928571428571427,31.5625,6.350852961085877,4.488079449258568,4.084949594158192,3.9322385482063513,-0.088235294117647,,,1.7251184834123223,1.7251184834123223,1,0,1,0.0,0.0,0,1.0,34129,0.0009083184388643,8,38847,0.0007980024197492,10,0.1245857757847556,0
2023-05-09,H010,Hospital_J,Tertiary_Care,Large,Central,P008,Endoscopy_System,Gastroenterology,31,1106996.47,34316890.57,70,0,0.593,0,2023,5,2,1,0,9,19,34316890.57,0.0,31,34316890.57,1106996.47,70.0,0.0,0.0,0.593,24.0,23.0,26.0,24.0,,,24.33333333333333,26.571428571428573,24.4,24.4,1.527525231651936,9.692903638868025,8.669230390037836,8.669230390037836,0.2916666666666667,,,2.634408602150537,2.634408602150537,1,0,1,0.0,1.0,0,2.0,34888,0.0008885576702591,8,26913,0.0011518596960576,10,0.355296327460567,0
2023-05-09,H010,Hospital_J,Tertiary_Care,Large,Central,P006,Infusion_Pump,Critical_Care,37,68515.03,2535056.11,146,0,0.4966,0,2023,5,2,1,0,9,19,2535056.11,0.0,37,2535056.11,68515.03,146.0,0.0,0.0,0.4966,38.0,34.0,38.0,37.0,33.0,,36.66666666666666,35.57142857142857,38.92857142857143,38.1875,2.3094010767585043,2.5071326821120263,10.026612939221652,9.558373292563962,0.0,,,4.104417670682731,4.104417670682731,1,0,1,1.0,0.0,0,1.0,34888,0.0010605365741802,8,40561,0.0009122063065506,10,0.2503011009509384,0
2023-05-09,H009,Hospital_I,Multi_Specialty,Medium,Central,P006,Infusion_Pump,Critical_Care,27,67200.06,1814401.62,64,0,0.5709,0,2023,5,2,1,0,9,19,1814401.62,0.0,27,1814401.62,67200.06,64.0,0.0,0.0,0.5709,26.0,27.0,26.0,25.0,,,26.33333333333333,28.285714285714285,25.46153846153846,25.46153846153846,0.5773502691896232,6.993193970194299,6.077491047784228,6.077491047784228,0.08,,,2.2626262626262625,2.2626262626262625,1,0,1,0.0,1.0,0,1.0,24375,0.0011076923076923,8,40561,0.0006656640615369,10,0.2386930018767219,0
2023-05-09,H008,Hospital_H,Specialty_Care,Small,East,P007,Ventilator,Critical_Care,21,344775.05,7240276.05,57,0,0.4905,0,2023,5,2,1,0,9,19,7240276.05,0.0,21,7240276.05,344775.05,57.0,0.0,0.0,0.4905,19.0,38.0,15.0,17.0,21.0,,24.0,19.0,19.642857142857142,19.375,12.288205727444506,8.660254037844387,7.4483569985616285,7.032069396699667,0.2352941176470588,,,3.0,3.0,1,0,1,0.0,0.0,0,0.0,17171,0.0012229922543823,8,38966,0.0005389313760714,10,0.3629455172490151,0
2023-05-09,H006,Hospital_F,Tertiary_Care,Large,South,P006,Infusion_Pump,Critical_Care,36,67120.27,2416329.72,136,0,0.5454,0,2023,5,2,1,0,9,19,2416329.72,0.0,36,2416329.72,67120.27,136.0,0.0,0.0,0.5454,37.0,37.0,35.0,35.0,33.0,,36.333333333333336,36.0,33.142857142857146,32.5,1.154700538379251,1.4142135623730947,4.129763317061285,3.8691844405887537,0.0285714285714285,,,3.7777777777777777,3.7777777777777777,1,0,1,0.0,0.0,0,0.0,31985,0.0011255275910583,8,40561,0.0008875520820492,10,0.1190518289411924,0
2023-05-09,H001,Hospital_A,Tertiary_Care,Large,North,P002,Ultrasound_System,Radiology,23,771332.67,17740651.41,46,0,0.5443,0,2023,5,2,1,0,9,19,17740651.41,0.0,23,17740651.41,771332.67,46.0,0.0,0.0,0.5443,19.0,26.0,27.0,19.0,,,24.0,21.285714285714285,21.615384615384617,21.615384615384617,4.358898943540675,3.6384193323605847,3.042434922296656,3.042434922296656,0.2105263157894736,,,2.161073825503356,2.161073825503356,1,0,1,0.0,0.0,0,1.0,32877,0.0006995772120327,8,25637,0.0008971408511136,10,0.1407532170457527,0
2023-05-09,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,31,84703.04,2625794.24,47,0,0.5237,0,2023,5,2,1,0,9,19,2625794.24,0.0,65,5565037.800000001,85575.69,72.5,0.0,0.0,0.5251,36.0,35.0,35.0,28.0,28.0,,35.333333333333336,33.42857142857143,31.5,30.9375,0.5773502691896247,3.2071349029490888,3.4362322837218557,3.623419195548132,1.3214285714285714,,,2.168803418803418,2.168803418803418,1,0,1,1.0,0.0,0,3.0,32516,0.0019990158691105,8,38090,0.0017064846416382,10,0.1171206204621618,0
2023-05-09,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,34,86448.34,2939243.56,98,0,0.5265,0,2023,5,2,1,0,9,19,2939243.56,0.0,65,5565037.800000001,85575.69,72.5,0.0,0.0,0.5251,36.0,35.0,35.0,28.0,28.0,,35.333333333333336,33.42857142857143,31.5,30.9375,0.5773502691896247,3.2071349029490888,3.4362322837218557,3.623419195548132,1.3214285714285714,,,2.168803418803418,2.168803418803418,1,0,1,1.0,0.0,0,3.0,32516,0.0019990158691105,8,38090,0.0017064846416382,10,0.1171206204621618,0
2023-05-09,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,30,85622.21,2568666.3,58,0,0.5906,0,2023,5,2,1,0,9,19,2568666.3,-0.0,30,2568666.3,85622.21,58.0,0.0,0.0,0.5906,32.0,59.0,28.0,28.0,,,39.66666666666666,33.714285714285715,31.23076923076923,31.23076923076923,16.862186493255653,11.729084728632008,9.120981728537105,9.120981728537105,0.0714285714285714,,,1.720338983050847,1.720338983050847,1,0,1,1.0,0.0,0,2.0,32877,0.0009124920156948,8,38090,0.0007876082961407,10,0.2920511390910895,0
2023-05-09,H001,Hospital_A,Tertiary_Care,Large,North,P003,Patient_Monitor,Patient_Monitoring,44,126785.92,5578580.48,151,0,0.5307,0,2023,5,2,1,0,9,19,5578580.48,0.0,82,10376023.86,126517.215,120.0,0.0,0.0,0.53495,36.0,73.0,82.0,32.0,38.0,,63.66666666666666,47.42857142857143,41.42857142857143,41.42857142857143,24.37895267096873,20.95914393017316,15.741734269202928,15.741734269202928,1.5625,,,2.5301204819277108,2.5301204819277108,1,0,1,0.0,0.0,0,1.0,32877,0.0024941448428992,8,44040,0.0018619436875567,10,0.3799728961531741,0
2023-05-09,H001,Hospital_A,Tertiary_Care,Large,North,P003,Patient_Monitor,Patient_Monitoring,38,126248.51,4797443.38,89,0,0.5392,0,2023,5,2,1,0,9,19,4797443.38,0.0,82,10376023.86,126517.215,120.0,0.0,0.0,0.53495,36.0,73.0,82.0,32.0,38.0,,63.66666666666666,47.42857142857143,41.42857142857143,41.42857142857143,24.37895267096873,20.95914393017316,15.741734269202928,15.741734269202928,1.5625,,,2.5301204819277108,2.5301204819277108,1,0,1,0.0,0.0,0,1.0,32877,0.0024941448428992,8,44040,0.0018619436875567,10,0.3799728961531741,0
2023-05-09,H003,Hospital_C,Tertiary_Care,Medium,West,P002,Ultrasound_System,Radiology,17,741224.51,12600816.67,59,0,0.5514,0,2023,5,2,1,0,9,19,12600816.67,0.0,17,12600816.67,741224.51,59.0,0.0,0.0,0.5514,19.0,11.0,17.0,12.0,13.0,,15.666666666666666,13.714285714285714,14.0,14.0,4.163331998932266,3.302235894778249,2.601774542351964,2.601774542351964,0.4166666666666667,,,4.302083333333334,4.302083333333334,1,0,1,0.0,0.0,0,1.0,23651,0.0007187856750243,8,25637,0.0006631041073448,10,0.1858410387394259,0
2023-05-10,H007,Hospital_G,Multi_Specialty,Large,East,P006,Infusion_Pump,Critical_Care,38,63309.86,2405774.68,58,0,0.5101,1,2023,5,2,2,0,10,19,2405774.68,0.0,38,2405774.68,63309.86,58.0,0.0,1.0,0.5101,39.0,25.0,37.0,40.0,32.0,,33.666666666666664,34.857142857142854,34.214285714285715,33.4375,7.571877794400359,5.014265364224069,4.901782586720112,5.085518655948476,-0.05,,,1.6639344262295084,1.6639344262295084,1,0,1,1.0,1.0,1,2.0,34129,0.0011134226024788,8,40561,0.0009368605310519,10,0.1520902775610759,0
2023-05-10,H009,Hospital_I,Multi_Specialty,Medium,Central,P003,Patient_Monitor,Patient_Monitoring,29,134884.68,3911655.72,73,0,0.5226,0,2023,5,2,2,0,10,19,3911655.72,0.0,29,3911655.72,134884.68,73.0,0.0,0.0,0.5226,28.0,22.0,31.0,26.0,23.0,,27.0,30.285714285714285,28.357142857142858,28.357142857142858,4.58257569495584,9.534398874851098,7.206910602994909,7.206910602994909,0.1153846153846153,,,2.410377358490566,2.410377358490566,1,0,1,0.0,0.0,0,0.0,24375,0.0011897435897435,8,44040,0.0006584922797456,10,0.254147980962037,0
2023-05-10,H009,Hospital_I,Multi_Specialty,Medium,Central,P001,Imaging_System,Radiology,16,1708956.55,27343304.8,31,0,0.5415,0,2023,5,2,2,0,10,19,27343304.8,0.0,16,27343304.8,1708956.55,31.0,0.0,0.0,0.5415,17.0,19.0,12.0,35.0,,,16.0,18.142857142857142,18.125,18.125,3.6055512754639936,7.84067538393157,7.259230577094832,7.259230577094832,-0.5428571428571428,,,1.7086614173228347,1.7086614173228347,1,0,1,1.0,0.0,0,2.0,24375,0.0006564102564102,8,25178,0.0006354754150448,10,0.4005092732190252,0
2023-05-10,H009,Hospital_I,Multi_Specialty,Medium,Central,P005,Cardiac_Monitor,Cardiology,18,145835.86,2625045.48,44,0,0.5279,0,2023,5,2,2,0,10,19,2625045.48,0.0,18,2625045.48,145835.86,44.0,0.0,0.0,0.5279,22.0,44.0,28.0,25.0,19.0,,31.33333333333333,27.714285714285715,23.428571428571427,23.428571428571427,11.372481406154654,7.409774753982876,6.756356388494588,6.756356388494588,-0.28,,,1.5876288659793814,1.5876288659793814,1,0,1,0.0,0.0,0,1.0,24375,0.0007384615384615,8,38847,0.0004633562437253,10,0.2883810653625739,0
2023-05-10,H004,Hospital_D,Multi_Specialty,Medium,West,P008,Endoscopy_System,Gastroenterology,16,1098346.73,17573547.68,64,0,0.5334,1,2023,5,2,2,0,10,19,17573547.68,0.0,16,17573547.68,1098346.73,64.0,0.0,1.0,0.5334,19.0,15.0,19.0,15.0,,,17.666666666666668,16.428571428571427,15.9,15.9,2.3094010767585016,3.2071349029490914,2.76686746259295,2.76686746259295,0.0666666666666666,,,3.895652173913044,3.895652173913044,1,0,1,0.0,0.0,1,0.0,22923,0.0006979889194259,8,26913,0.0005945082302233,10,0.1740168215467264,0
2023-05-10,H001,Hospital_A,Tertiary_Care,Large,North,P001,Imaging_System,Radiology,22,1877929.43,41314447.46,57,0,0.5815,0,2023,5,2,2,0,10,19,41314447.46,0.0,72,132079697.25,1838256.7733333332,70.66666666666667,0.0,0.0,0.5990333333333333,27.0,20.0,46.0,21.0,18.0,,31.0,25.0,21.5,22.5,13.453624047073712,9.746794344808968,7.842193570679061,8.276472678623424,2.4285714285714284,,,2.8266666666666667,2.8266666666666667,1,0,1,0.0,0.0,0,0.0,32877,0.0021899808376676,8,25178,0.0028596393677019,10,0.3678432301610411,0
2023-05-10,H001,Hospital_A,Tertiary_Care,Large,North,P003,Patient_Monitor,Patient_Monitoring,35,116925.82,4092403.7,91,0,0.5388,0,2023,5,2,2,0,10,19,4092403.7,0.0,35,4092403.7,116925.82,91.0,0.0,0.0,0.5388,82.0,36.0,73.0,34.0,28.0,,63.66666666666666,54.57142857142857,44.57142857142857,44.13333333333333,24.37895267096873,23.22252601001266,19.049386364896925,18.434698132546007,0.0294117647058823,,,1.6675392670157068,1.6675392670157068,1,0,1,0.0,0.0,0,1.0,32877,0.0010645740183106,8,44040,0.000794732061762,10,0.4177046404655439,0
2023-05-10,H001,Hospital_A,Tertiary_Care,Large,North,P001,Imaging_System,Radiology,23,1857363.56,42719361.88,59,0,0.5962,0,2023,5,2,2,0,10,19,42719361.88,0.0,72,132079697.25,1838256.7733333332,70.66666666666667,0.0,0.0,0.5990333333333333,27.0,20.0,46.0,21.0,18.0,,31.0,25.0,21.5,22.5,13.453624047073712,9.746794344808968,7.842193570679061,8.276472678623424,2.4285714285714284,,,2.8266666666666667,2.8266666666666667,1,0,1,0.0,0.0,0,0.0,32877,0.0021899808376676,8,25178,0.0028596393677019,10,0.3678432301610411,0
2023-05-10,H002,Hospital_B,Multi_Specialty,Large,North,P001,Imaging_System,Radiology,19,1793808.41,34082359.79,76,0,0.5478,0,2023,5,2,2,0,10,19,34082359.79,0.0,19,34082359.79,1793808.41,76.0,0.0,0.0,0.5478,23.0,17.0,22.0,23.0,21.0,,20.666666666666668,25.428571428571427,24.785714285714285,24.066666666666663,3.214550253664319,10.179344164485626,9.09081168778988,9.192129138302946,-0.1739130434782608,,,2.9887640449438204,2.9887640449438204,1,0,1,0.0,0.0,0,0.0,32516,0.0005843277155861,8,25178,0.0007546270553657,10,0.3819444240292082,0
2023-05-10,H001,Hospital_A,Tertiary_Care,Large,North,P001,Imaging_System,Radiology,27,1779477.33,48045887.91,96,0,0.6194,0,2023,5,2,2,0,10,19,48045887.91,-0.0,72,132079697.25,1838256.7733333332,70.66666666666667,0.0,0.0,0.5990333333333333,27.0,20.0,46.0,21.0,18.0,,31.0,25.0,21.5,22.5,13.453624047073712,9.746794344808968,7.842193570679061,8.276472678623424,2.4285714285714284,,,2.8266666666666667,2.8266666666666667,1,0,1,0.0,0.0,0,0.0,32877,0.0021899808376676,8,25178,0.0028596393677019,10,0.3678432301610411,0
2023-05-11,H005,Hospital_E,Specialty_Care,Medium,South,P002,Ultrasound_System,Radiology,14,761082.0,10655148.0,45,0,0.5306,0,2023,5,2,3,0,11,19,10655148.0,0.0,14,10655148.0,761082.0,45.0,0.0,0.0,0.5306,22.0,22.0,17.0,18.0,14.0,,20.33333333333333,19.714285714285715,17.071428571428573,17.071428571428573,2.886751345948129,2.214669705568284,3.384677821601925,3.384677821601925,-0.2222222222222222,,,2.282608695652174,2.282608695652174,1,0,1,1.0,0.0,0,3.0,23717,0.0005902938820255,8,25637,0.0005460857354604,10,0.1982656464536692,0
2023-05-11,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,30,127062.85,3811885.5,94,0,0.5879,1,2023,5,2,3,0,11,19,3811885.5,0.0,30,3811885.5,127062.85,94.0,0.0,1.0,0.5879,30.0,25.0,30.0,20.0,26.0,,28.33333333333333,34.0,31.0,30.38095238095238,2.8867513459481247,12.793227374930323,9.347973865208193,8.997089476470657,0.5,,,2.764705882352941,2.764705882352941,1,0,1,1.0,0.0,1,1.0,23717,0.0012649154614833,8,44040,0.0006811989100817,10,0.29614244358289,0
2023-05-11,H005,Hospital_E,Specialty_Care,Medium,South,P008,Endoscopy_System,Gastroenterology,19,1070953.01,20348107.19,47,0,0.5498,0,2023,5,2,3,0,11,19,20348107.19,0.0,19,20348107.19,1070953.01,47.0,0.0,0.0,0.5498,19.0,18.0,16.0,19.0,,,17.666666666666668,16.428571428571427,15.75,15.75,1.5275252316519463,4.117326918327103,3.414541097876977,3.414541097876977,0.0,,,2.860869565217392,2.860869565217392,1,0,1,0.0,0.0,0,0.0,23717,0.0008011131256061,8,26913,0.0007059785233901,10,0.2167962601826652,0
2023-05-11,H006,Hospital_F,Tertiary_Care,Large,South,P005,Cardiac_Monitor,Cardiology,32,151451.77,4846456.64,72,0,0.5236,0,2023,5,2,3,0,11,19,4846456.64,0.0,32,4846456.64,151451.77,72.0,0.0,0.0,0.5236,30.0,28.0,24.0,33.0,,,27.33333333333333,28.857142857142858,28.857142857142858,28.857142857142858,3.055050463303894,2.734262327610589,2.734262327610589,2.734262327610589,-0.0303030303030303,,,2.495049504950495,2.495049504950495,1,0,1,0.0,0.0,0,0.0,31985,0.0010004689698296,8,38847,0.0008237444332895,10,0.0947516648181887,0
2023-05-11,H007,Hospital_G,Multi_Specialty,Large,East,P002,Ultrasound_System,Radiology,24,763425.22,18322205.28,45,0,0.514,0,2023,5,2,3,0,11,19,18322205.28,0.0,24,18322205.28,763425.22,45.0,0.0,0.0,0.514,23.0,21.0,17.0,20.0,,,20.33333333333333,21.285714285714285,21.33333333333333,21.33333333333333,3.0550504633038926,3.638419332360584,3.200378765462651,3.200378765462651,0.2,,,2.114093959731544,2.114093959731544,1,0,1,0.0,0.0,0,0.0,34129,0.0007032142752497,8,25637,0.000936146975075,10,0.1500177546310618,0
2023-05-11,H007,Hospital_G,Multi_Specialty,Large,East,P003,Patient_Monitor,Patient_Monitoring,34,129631.46,4407469.64,100,0,0.5084,0,2023,5,2,3,0,11,19,4407469.64,-0.0,34,4407469.64,129631.46,100.0,0.0,0.0,0.5084,41.0,40.0,32.0,38.0,,,37.66666666666666,38.42857142857143,37.90909090909091,37.90909090909091,4.932882862316248,3.457221565416503,3.477198454346414,3.477198454346414,-0.1052631578947368,,,2.6022304832713754,2.6022304832713754,1,0,1,0.0,0.0,0,0.0,34129,0.0009962202232705,8,44040,0.0007720254314259,10,0.0917246594671716,0
2023-05-11,H009,Hospital_I,Multi_Specialty,Medium,Central,P004,ECG_System,Cardiology,24,84065.88,2017581.12,84,0,0.5535,1,2023,5,2,3,0,11,19,2017581.12,0.0,24,2017581.12,84065.88,84.0,0.0,1.0,0.5535,24.0,27.0,24.0,28.0,24.0,,25.0,27.571428571428573,25.642857142857142,25.642857142857142,1.7320508075688703,7.976154939508608,6.159509756430332,6.159509756430332,-0.1428571428571428,,,3.0466321243523318,3.0466321243523318,1,0,1,0.0,0.0,1,1.0,24375,0.0009846153846153,8,38090,0.0006300866369125,10,0.2402037230919906,0
